Station_ID,City,State,Charger_Type,Energy_Consumed_kWh,Charging_Duration_Minutes,Session_Date,Revenue,User_Type,Payment_Mode
STN_224,Hyderabad,Telangana,Level 2,30.25,41.69,2025-04-20 18:18:06.060650,302.5,Member,Debit Card
STN_764,Delhi,Delhi,DC Fast,61.72,94.75,2025-08-06 03:30:06.060650,925.8,Member,UPI
STN_128,Kolkata,West Bengal,Fast,43.57,68.84,2025-09-19 08:18:06.060650,522.84,Member,UPI
STN_708,Pune,Maharashtra,DC Fast,47.97,76.64,2025-08-08 22:25:06.060650,719.55,Member,UPI
STN_830,Mumbai,Maharashtra,Slow,21.99,28.65,2025-03-11 05:09:06.060650,175.92,Member,Credit Card
STN_419,Pune,Maharashtra,Level 2,23.42,42.76,2025-08-05 23:02:06.060650,234.2,Member,UPI
STN_165,Chennai,Tamil Nadu,DC Fast,46.04,69.28,2025-12-07 17:54:06.060650,690.6,Member,UPI
STN_374,Bangalore,Karnataka,Level 2,25.89,36.87,2025-10-21 23:08:06.060650,258.9,Member,Credit Card
STN_784,Chennai,Tamil Nadu,DC Fast,36.21,62.56,2025-05-13 09:42:06.060650,543.15,Member,UPI
STN_930,Hyderabad,Telangana,Level 2,32.71,65.22,2025-03-13 01:38:06.060650,327.1,Member,Debit Card
STN_752,Ahmedabad,Gujarat,DC Fast,54.91,82.88,2025-10-30 07:02:06.060650,823.65,Member,UPI
STN_404,Ahmedabad,Gujarat,Slow,24.95,41.48,2025-10-18 11:20:06.060650,199.6,Member,UPI
STN_773,Mumbai,Maharashtra,Fast,33.73,41.48,2025-11-16 11:49:06.060650,404.76,Member,Wallet
STN_258,Bangalore,Karnataka,DC Fast,44.16,61.92,2025-11-19 15:07:06.060650,662.4,Member,Debit Card
STN_736,Delhi,Delhi,Fast,29.78,38.75,2025-10-16 07:58:06.060650,357.36,Member,UPI
STN_129,Chennai,Tamil Nadu,Fast,25.64,31.16,2025-07-13 05:26:06.060650,307.68,Member,UPI
STN_888,Chennai,Tamil Nadu,Level 2,29.07,44.61,2025-04-13 00:50:06.060650,290.7,Member,UPI
STN_125,Bangalore,Karnataka,Fast,26.12,40.65,2026-02-17 12:05:06.060650,313.44,Member,Debit Card
STN_519,Hyderabad,Telangana,Fast,25.72,44.63,2025-03-03 05:19:06.060650,308.64,Member,UPI
STN_757,Kolkata,West Bengal,Level 2,28.66,46.26,2025-08-31 11:07:06.060650,286.6,Member,UPI
STN_439,Chennai,Tamil Nadu,Level 2,25.98,41.0,2025-03-23 17:33:06.060650,259.8,Member,UPI
STN_757,Chennai,Tamil Nadu,DC Fast,51.84,68.05,2026-01-24 08:48:06.060650,777.6,Member,UPI
STN_387,Pune,Maharashtra,Level 2,20.39,32.48,2025-07-10 19:54:06.060650,203.9,Member,Wallet
STN_349,Mumbai,Maharashtra,DC Fast,63.26,122.35,2026-02-02 23:16:06.060650,948.9,Member,UPI
STN_974,Ahmedabad,Gujarat,DC Fast,35.92,70.31,2025-07-05 08:27:06.060650,538.8,Member,Wallet
STN_707,Delhi,Delhi,Slow,15.38,28.44,2025-08-16 20:23:06.060650,123.04,Member,UPI
STN_129,Delhi,Delhi,DC Fast,37.7,60.87,2025-11-19 21:12:06.060650,565.5,Member,UPI
STN_333,Pune,Maharashtra,Level 2,35.74,60.1,2025-04-20 21:12:06.060650,357.4,Member,UPI
STN_236,Kolkata,West Bengal,Slow,16.01,31.64,2026-01-22 22:55:06.060650,128.08,Member,UPI
STN_338,Delhi,Delhi,Fast,27.15,44.37,2025-06-20 10:58:06.060650,325.8,Member,UPI
STN_987,Ahmedabad,Gujarat,Level 2,39.54,73.02,2026-02-07 13:10:06.060650,395.4,Member,Wallet
STN_273,Pune,Maharashtra,Slow,25.91,51.23,2025-12-20 04:11:06.060650,207.28,Member,Wallet
STN_765,Bangalore,Karnataka,Fast,44.7,75.75,2025-05-18 15:55:06.060650,536.4,Member,UPI
STN_210,Pune,Maharashtra,Slow,25.56,44.16,2025-08-08 17:39:06.060650,204.48,Member,UPI
STN_227,Bangalore,Karnataka,Fast,27.43,33.22,2026-01-21 09:34:06.060650,329.16,Member,UPI
STN_314,Delhi,Delhi,Level 2,35.04,56.04,2025-03-11 10:50:06.060650,350.4,Member,Wallet
STN_675,Mumbai,Maharashtra,Level 2,23.65,43.13,2025-11-22 08:05:06.060650,236.5,Member,Wallet
STN_737,Bangalore,Karnataka,Fast,37.7,54.07,2026-02-16 20:48:06.060650,452.4,Member,UPI
STN_784,Hyderabad,Telangana,Level 2,24.79,31.57,2025-09-19 06:17:06.060650,247.9,Member,UPI
STN_705,Chennai,Tamil Nadu,Slow,24.9,36.83,2025-10-31 10:34:06.060650,199.2,Member,UPI
STN_754,Pune,Maharashtra,Fast,16.49,22.98,2025-03-09 17:22:06.060650,197.88,Member,Debit Card
STN_217,Bangalore,Karnataka,Slow,12.61,21.5,2025-10-25 19:36:06.060650,100.88,Member,UPI
STN_695,Delhi,Delhi,Level 2,34.06,62.1,2025-08-12 03:22:06.060650,340.6,Member,UPI
STN_139,Pune,Maharashtra,Slow,14.81,24.5,2025-05-18 22:51:06.060650,118.48,Member,UPI
STN_321,Bangalore,Karnataka,Fast,45.68,71.25,2025-09-04 12:19:06.060650,548.16,Member,Wallet
STN_631,Kolkata,West Bengal,Level 2,20.89,27.87,2025-03-11 20:20:06.060650,208.9,Member,UPI
STN_980,Bangalore,Karnataka,DC Fast,42.38,63.3,2025-11-04 14:43:06.060650,635.7,Member,UPI
STN_165,Kolkata,West Bengal,Slow,27.63,40.48,2025-02-27 21:22:06.060650,221.04,Member,UPI
STN_418,Chennai,Tamil Nadu,Slow,21.94,38.04,2025-04-06 22:29:06.060650,175.52,Member,UPI
STN_652,Mumbai,Maharashtra,DC Fast,46.81,62.11,2025-06-08 12:52:06.060650,702.15,Member,Debit Card
STN_841,Kolkata,West Bengal,DC Fast,50.21,83.54,2025-06-08 23:06:06.060650,753.15,Member,Wallet
STN_884,Kolkata,West Bengal,Level 2,31.45,46.55,2025-12-25 19:51:06.060650,314.5,Member,UPI
STN_155,Mumbai,Maharashtra,Slow,18.61,28.63,2025-03-18 15:29:06.060650,148.88,Member,UPI
STN_362,Mumbai,Maharashtra,Fast,39.85,70.74,2025-08-30 06:11:06.060650,478.2,Member,UPI
STN_938,Ahmedabad,Gujarat,Slow,30.25,37.28,2025-04-18 20:45:06.060650,242.0,Member,UPI
STN_108,Kolkata,West Bengal,DC Fast,34.85,50.61,2025-05-16 13:25:06.060650,522.75,Member,Wallet
STN_569,Kolkata,West Bengal,DC Fast,46.7,80.76,2026-01-21 14:31:06.060650,700.5,Member,Wallet
STN_947,Mumbai,Maharashtra,Slow,15.6,27.49,2026-01-01 06:59:06.060650,124.8,Member,UPI
STN_114,Bangalore,Karnataka,Slow,13.7,23.57,2025-02-22 12:31:06.060650,109.6,Member,UPI
STN_979,Ahmedabad,Gujarat,DC Fast,46.59,61.4,2025-12-20 06:28:06.060650,698.85,Member,UPI
STN_213,Mumbai,Maharashtra,DC Fast,36.58,51.28,2025-12-05 11:28:06.060650,548.7,Member,Wallet
STN_577,Chennai,Tamil Nadu,DC Fast,35.23,70.28,2026-01-09 00:37:06.060650,528.45,Member,Debit Card
STN_889,Mumbai,Maharashtra,DC Fast,43.98,58.59,2025-11-23 17:17:06.060650,659.7,Member,UPI
STN_511,Bangalore,Karnataka,Slow,20.87,41.65,2025-06-11 23:13:06.060650,166.96,Member,UPI
STN_638,Mumbai,Maharashtra,DC Fast,49.9,76.99,2025-06-20 12:36:06.060650,748.5,Member,UPI
STN_568,Kolkata,West Bengal,DC Fast,44.18,55.14,2025-12-22 04:06:06.060650,662.7,Member,Wallet
STN_707,Ahmedabad,Gujarat,Slow,11.51,19.53,2025-07-09 18:54:06.060650,92.08,Member,UPI
STN_815,Bangalore,Karnataka,Slow,11.26,20.7,2025-11-11 07:16:06.060650,90.08,Member,UPI
STN_954,Chennai,Tamil Nadu,Slow,19.85,24.41,2026-02-17 14:37:06.060650,158.8,Member,Wallet
STN_571,Ahmedabad,Gujarat,Level 2,21.33,29.88,2025-09-09 06:10:06.060650,213.3,Member,UPI
STN_629,Pune,Maharashtra,DC Fast,47.28,84.04,2025-09-22 16:42:06.060650,709.2,Member,UPI
STN_272,Pune,Maharashtra,Level 2,25.55,49.37,2025-10-27 23:49:06.060650,255.5,Member,UPI
STN_318,Mumbai,Maharashtra,DC Fast,26.9,33.35,2025-08-08 08:53:06.060650,403.5,Member,UPI
STN_147,Pune,Maharashtra,Fast,47.26,86.17,2025-04-04 19:50:06.060650,567.12,Member,Wallet
STN_816,Delhi,Delhi,Fast,24.13,36.54,2026-01-15 03:48:06.060650,289.56,Member,UPI
STN_674,Mumbai,Maharashtra,Fast,33.12,60.2,2025-11-07 00:01:06.060650,397.44,Member,UPI
STN_457,Kolkata,West Bengal,Fast,25.42,46.38,2026-01-03 13:23:06.060650,305.04,Member,UPI
STN_403,Delhi,Delhi,Level 2,21.2,41.05,2025-03-12 02:31:06.060650,212.0,Member,Debit Card
STN_491,Hyderabad,Telangana,Fast,30.8,38.04,2025-04-11 16:09:06.060650,369.6,Member,Wallet
STN_467,Hyderabad,Telangana,Fast,31.52,49.94,2025-05-02 08:50:06.060650,378.24,Member,UPI
STN_783,Kolkata,West Bengal,DC Fast,42.93,61.77,2025-07-28 06:37:06.060650,643.95,Member,UPI
STN_371,Bangalore,Karnataka,Level 2,35.7,48.83,2025-08-01 17:25:06.060650,357.0,Member,Wallet
STN_976,Ahmedabad,Gujarat,Level 2,19.62,29.15,2026-02-08 04:53:06.060650,196.2,Member,UPI
STN_405,Ahmedabad,Gujarat,Slow,21.06,30.77,2025-10-11 07:01:06.060650,168.48,Member,Wallet
STN_895,Ahmedabad,Gujarat,Level 2,32.22,55.79,2025-05-05 16:49:06.060650,322.2,Member,Wallet
STN_152,Kolkata,West Bengal,DC Fast,50.0,69.58,2025-08-21 07:11:06.060650,750.0,Member,Credit Card
STN_600,Bangalore,Karnataka,Slow,25.17,30.21,2026-01-27 06:49:06.060650,201.36,Member,UPI
STN_460,Kolkata,West Bengal,DC Fast,50.1,88.08,2025-11-03 14:49:06.060650,751.5,Member,UPI
STN_892,Pune,Maharashtra,Fast,38.83,48.97,2025-10-29 17:16:06.060650,465.96,Member,UPI
STN_162,Delhi,Delhi,Slow,24.18,36.55,2025-08-02 08:39:06.060650,193.44,Member,UPI
STN_888,Chennai,Tamil Nadu,DC Fast,48.28,65.58,2025-05-06 12:10:06.060650,724.2,Member,Wallet
STN_344,Chennai,Tamil Nadu,Level 2,32.26,39.97,2026-01-31 05:52:06.060650,322.6,Member,UPI
STN_673,Kolkata,West Bengal,DC Fast,48.25,80.94,2025-12-27 06:29:06.060650,723.75,Member,UPI
STN_829,Mumbai,Maharashtra,DC Fast,56.89,97.85,2025-12-05 15:11:06.060650,853.35,Member,UPI
STN_150,Pune,Maharashtra,Slow,26.31,44.86,2025-07-16 12:38:06.060650,210.48,Member,UPI
STN_197,Pune,Maharashtra,Level 2,22.85,38.74,2026-02-13 20:32:06.060650,228.5,Member,UPI
STN_949,Hyderabad,Telangana,DC Fast,40.0,48.57,2025-10-15 17:45:06.060650,600.0,Member,Wallet
STN_268,Kolkata,West Bengal,Level 2,33.59,46.74,2025-03-01 20:35:06.060650,335.9,Member,UPI
STN_925,Bangalore,Karnataka,Fast,44.33,74.41,2025-08-02 03:52:06.060650,531.96,Member,UPI
STN_604,Hyderabad,Telangana,Level 2,14.87,23.35,2025-10-07 08:58:06.060650,148.7,Member,UPI
STN_944,Bangalore,Karnataka,Level 2,26.44,50.97,2025-07-15 06:35:06.060650,264.4,Member,UPI
STN_971,Ahmedabad,Gujarat,DC Fast,64.15,78.79,2025-10-08 10:35:06.060650,962.25,Member,Debit Card
STN_520,Hyderabad,Telangana,Fast,26.34,33.25,2025-04-14 06:29:06.060650,316.08,Member,UPI
STN_141,Delhi,Delhi,DC Fast,32.92,59.19,2026-02-22 11:32:06.060650,493.8,Member,UPI
STN_762,Hyderabad,Telangana,Fast,29.69,39.66,2025-11-06 10:29:06.060650,356.28,Member,Credit Card
STN_109,Pune,Maharashtra,Level 2,22.47,32.92,2025-09-30 14:57:06.060650,224.7,Member,UPI
STN_353,Mumbai,Maharashtra,Fast,22.62,37.74,2026-02-21 13:52:06.060650,271.44,Member,UPI
STN_526,Mumbai,Maharashtra,DC Fast,34.29,64.82,2025-05-12 22:42:06.060650,514.35,Member,Credit Card
STN_982,Delhi,Delhi,Level 2,15.26,29.11,2025-07-27 13:57:06.060650,152.6,Member,UPI
STN_730,Kolkata,West Bengal,Slow,19.04,31.53,2025-07-30 21:55:06.060650,152.32,Member,UPI
STN_572,Hyderabad,Telangana,Fast,36.49,62.65,2025-11-03 16:55:06.060650,437.88,Member,Debit Card
STN_861,Ahmedabad,Gujarat,Fast,46.53,76.35,2025-06-03 21:44:06.060650,558.36,Member,UPI
STN_577,Kolkata,West Bengal,Fast,37.31,48.09,2025-03-17 18:25:06.060650,447.72,Member,Credit Card
STN_572,Delhi,Delhi,Slow,20.96,38.91,2025-10-27 21:00:06.060650,167.68,Member,Credit Card
STN_692,Mumbai,Maharashtra,Fast,40.63,54.95,2025-11-13 13:40:06.060650,487.56,Member,Credit Card
STN_189,Kolkata,West Bengal,Slow,13.33,21.41,2025-04-23 00:55:06.060650,106.64,Member,Debit Card
STN_489,Pune,Maharashtra,Fast,26.65,34.83,2025-04-01 01:55:06.060650,319.8,Member,Debit Card
STN_112,Delhi,Delhi,Level 2,17.93,25.31,2025-05-04 23:32:06.060650,179.3,Member,Wallet
STN_876,Delhi,Delhi,Slow,15.88,28.03,2025-03-27 10:38:06.060650,127.04,Member,Debit Card
STN_198,Hyderabad,Telangana,Level 2,21.97,27.86,2026-02-13 07:03:06.060650,219.7,Member,UPI
STN_834,Delhi,Delhi,DC Fast,45.72,80.65,2025-11-11 20:46:06.060650,685.8,Member,UPI
STN_462,Hyderabad,Telangana,Slow,21.93,34.64,2025-05-19 16:05:06.060650,175.44,Member,Credit Card
STN_790,Delhi,Delhi,Fast,39.72,74.99,2025-12-22 17:27:06.060650,476.64,Member,UPI
STN_797,Delhi,Delhi,Slow,15.44,20.19,2025-09-27 01:52:06.060650,123.52,Member,UPI
STN_276,Mumbai,Maharashtra,Slow,14.59,26.82,2025-06-29 03:44:06.060650,116.72,Member,UPI
STN_293,Ahmedabad,Gujarat,DC Fast,39.31,66.77,2025-02-28 22:07:06.060650,589.65,Member,UPI
STN_830,Hyderabad,Telangana,Slow,15.76,19.88,2025-07-27 12:39:06.060650,126.08,Member,UPI
STN_439,Ahmedabad,Gujarat,Slow,10.94,15.17,2026-01-11 23:48:06.060650,87.52,Member,Wallet
STN_573,Pune,Maharashtra,Level 2,26.82,49.58,2025-03-08 14:37:06.060650,268.2,Member,UPI
STN_330,Hyderabad,Telangana,DC Fast,64.22,100.32,2025-09-30 13:09:06.060650,963.3,Member,UPI
STN_860,Kolkata,West Bengal,Level 2,25.11,34.91,2025-05-16 10:25:06.060650,251.1,Member,Wallet
STN_776,Ahmedabad,Gujarat,Level 2,25.38,33.12,2025-04-03 09:59:06.060650,253.8,Member,Wallet
STN_198,Delhi,Delhi,Slow,20.24,30.86,2025-07-31 17:03:06.060650,161.92,Member,Wallet
STN_513,Kolkata,West Bengal,DC Fast,34.05,66.29,2025-05-23 16:35:06.060650,510.75,Member,UPI
STN_236,Pune,Maharashtra,DC Fast,38.46,73.26,2025-10-05 04:53:06.060650,576.9,Member,UPI
STN_411,Delhi,Delhi,Level 2,21.65,39.18,2025-04-23 18:51:06.060650,216.5,Member,UPI
STN_269,Pune,Maharashtra,DC Fast,33.65,45.99,2025-09-11 10:23:06.060650,504.75,Member,UPI
STN_582,Ahmedabad,Gujarat,Fast,48.19,83.04,2025-08-26 01:12:06.060650,578.28,Member,UPI
STN_938,Kolkata,West Bengal,Fast,41.04,72.44,2025-07-11 17:14:06.060650,492.48,Member,Debit Card
STN_873,Chennai,Tamil Nadu,Slow,22.17,26.99,2025-04-19 14:25:06.060650,177.36,Member,UPI
STN_657,Mumbai,Maharashtra,Slow,16.31,23.33,2025-04-11 06:02:06.060650,130.48,Member,UPI
STN_994,Hyderabad,Telangana,Fast,36.13,46.27,2026-01-14 23:45:06.060650,433.56,Member,UPI
STN_380,Kolkata,West Bengal,Level 2,22.48,42.19,2026-01-30 06:30:06.060650,224.8,Member,UPI
STN_450,Bangalore,Karnataka,Slow,16.9,29.94,2025-03-10 06:26:06.060650,135.2,Member,UPI
STN_158,Kolkata,West Bengal,Fast,35.55,67.18,2025-10-26 23:59:06.060650,426.6,Member,UPI
STN_894,Bangalore,Karnataka,Slow,17.19,32.43,2025-08-29 04:16:06.060650,137.52,Member,UPI
STN_373,Bangalore,Karnataka,Level 2,25.33,45.24,2025-08-15 14:02:06.060650,253.3,Member,Wallet
STN_385,Chennai,Tamil Nadu,Slow,10.41,16.49,2025-02-23 23:59:06.060650,83.28,Member,UPI
STN_734,Chennai,Tamil Nadu,Slow,12.61,23.88,2026-01-20 22:00:06.060650,100.88,Member,UPI
STN_697,Pune,Maharashtra,Slow,15.88,30.04,2025-06-06 11:41:06.060650,127.04,Member,UPI
STN_371,Mumbai,Maharashtra,Fast,32.89,40.16,2025-06-28 18:27:06.060650,394.68,Member,UPI
STN_766,Pune,Maharashtra,Slow,16.68,26.8,2026-02-11 13:45:06.060650,133.44,Member,UPI
STN_443,Mumbai,Maharashtra,Level 2,28.35,37.02,2025-04-29 00:45:06.060650,283.5,Member,UPI
STN_713,Pune,Maharashtra,Slow,19.23,37.29,2025-12-22 15:26:06.060650,153.84,Member,UPI
STN_852,Pune,Maharashtra,Fast,38.17,66.67,2025-08-03 07:29:06.060650,458.04,Member,Debit Card
STN_264,Kolkata,West Bengal,DC Fast,39.27,62.42,2025-08-03 14:37:06.060650,589.05,Member,UPI
STN_873,Pune,Maharashtra,Level 2,19.35,32.62,2025-08-31 20:49:06.060650,193.5,Member,Wallet
STN_649,Chennai,Tamil Nadu,Slow,17.08,30.1,2025-09-23 01:06:06.060650,136.64,Member,UPI
STN_240,Hyderabad,Telangana,Slow,21.39,42.11,2026-02-09 13:22:06.060650,171.12,Member,Credit Card
STN_392,Mumbai,Maharashtra,DC Fast,60.96,87.47,2025-04-15 19:43:06.060650,914.4,Member,Debit Card
STN_675,Chennai,Tamil Nadu,Level 2,21.73,31.88,2025-11-03 14:17:06.060650,217.3,Member,Wallet
STN_164,Mumbai,Maharashtra,Fast,47.74,61.35,2025-04-16 15:54:06.060650,572.88,Member,Credit Card
STN_850,Delhi,Delhi,Level 2,18.77,29.87,2025-07-20 17:35:06.060650,187.7,Member,Wallet
STN_777,Mumbai,Maharashtra,Level 2,16.31,23.49,2026-01-29 10:40:06.060650,163.1,Member,Wallet
STN_441,Ahmedabad,Gujarat,Level 2,23.25,45.89,2025-08-22 23:19:06.060650,232.5,Member,UPI
STN_718,Pune,Maharashtra,Fast,27.5,44.8,2025-12-19 19:53:06.060650,330.0,Member,UPI
STN_133,Bangalore,Karnataka,Slow,14.54,25.25,2025-10-17 23:48:06.060650,116.32,Member,UPI
STN_926,Hyderabad,Telangana,Level 2,30.59,37.61,2025-04-01 19:31:06.060650,305.9,Member,Wallet
STN_193,Hyderabad,Telangana,Slow,22.12,33.51,2025-12-31 03:13:06.060650,176.96,Member,Wallet
STN_839,Ahmedabad,Gujarat,DC Fast,47.49,79.87,2025-08-22 00:37:06.060650,712.35,Member,Debit Card
STN_353,Mumbai,Maharashtra,DC Fast,46.68,57.97,2025-08-06 05:50:06.060650,700.2,Member,UPI
STN_160,Mumbai,Maharashtra,Level 2,20.76,37.34,2025-03-27 15:53:06.060650,207.6,Member,UPI
STN_815,Kolkata,West Bengal,DC Fast,43.29,54.15,2025-05-17 02:38:06.060650,649.35,Member,Wallet
STN_967,Chennai,Tamil Nadu,Slow,16.32,25.62,2025-10-23 13:23:06.060650,130.56,Member,Wallet
STN_967,Mumbai,Maharashtra,Level 2,17.39,26.52,2025-08-12 23:59:06.060650,173.9,Member,UPI
STN_595,Kolkata,West Bengal,Slow,27.02,40.41,2025-11-20 12:01:06.060650,216.16,Member,UPI
STN_814,Kolkata,West Bengal,Slow,16.45,26.95,2026-02-10 01:41:06.060650,131.6,Member,Wallet
STN_973,Bangalore,Karnataka,DC Fast,34.92,59.05,2025-12-04 10:28:06.060650,523.8,Member,Wallet
STN_575,Ahmedabad,Gujarat,Slow,11.23,17.88,2025-12-05 14:54:06.060650,89.84,Member,Debit Card
STN_445,Delhi,Delhi,Level 2,27.76,51.16,2025-05-28 22:53:06.060650,277.6,Member,UPI
STN_310,Bangalore,Karnataka,Slow,26.48,41.17,2025-08-16 12:48:06.060650,211.84,Member,Debit Card
STN_339,Chennai,Tamil Nadu,DC Fast,65.73,90.51,2026-01-28 11:49:06.060650,985.95,Member,UPI
STN_755,Mumbai,Maharashtra,Fast,34.13,51.49,2025-12-08 11:05:06.060650,409.56,Member,UPI
STN_428,Pune,Maharashtra,Slow,16.45,25.49,2025-03-14 00:56:06.060650,131.6,Member,UPI
STN_391,Hyderabad,Telangana,DC Fast,45.82,76.94,2025-07-03 05:18:06.060650,687.3,Member,Debit Card
STN_482,Hyderabad,Telangana,Slow,18.3,22.79,2025-09-11 15:35:06.060650,146.4,Member,UPI
STN_789,Kolkata,West Bengal,Fast,20.49,28.53,2025-10-15 02:48:06.060650,245.88,Member,UPI
STN_696,Bangalore,Karnataka,DC Fast,40.73,57.27,2025-05-17 13:36:06.060650,610.95,Member,Debit Card
STN_475,Hyderabad,Telangana,Level 2,26.87,52.54,2025-11-20 02:08:06.060650,268.7,Member,UPI
STN_486,Mumbai,Maharashtra,DC Fast,50.13,94.83,2025-02-26 08:14:06.060650,751.95,Member,Wallet
STN_639,Hyderabad,Telangana,Slow,20.95,37.7,2025-06-26 11:34:06.060650,167.6,Member,UPI
STN_641,Chennai,Tamil Nadu,Fast,35.37,55.01,2025-05-10 04:43:06.060650,424.44,Member,UPI
STN_158,Bangalore,Karnataka,Fast,26.62,38.57,2025-04-13 19:02:06.060650,319.44,Member,UPI
STN_616,Ahmedabad,Gujarat,Level 2,24.19,30.19,2025-10-25 19:51:06.060650,241.9,Member,UPI
STN_788,Kolkata,West Bengal,Fast,45.03,63.94,2025-02-26 13:34:06.060650,540.36,Member,UPI
STN_439,Kolkata,West Bengal,DC Fast,48.86,83.94,2025-10-20 11:42:06.060650,732.9,Member,UPI
STN_479,Delhi,Delhi,Slow,16.65,27.44,2026-01-18 21:39:06.060650,133.2,Member,Wallet
STN_452,Hyderabad,Telangana,Level 2,38.14,68.8,2025-07-24 13:32:06.060650,381.4,Member,Wallet
STN_748,Delhi,Delhi,DC Fast,45.97,75.55,2026-01-12 14:14:06.060650,689.55,Member,UPI
STN_768,Bangalore,Karnataka,Fast,33.8,63.8,2025-09-09 05:48:06.060650,405.6,Member,Credit Card
STN_171,Delhi,Delhi,Slow,21.4,41.25,2025-11-06 02:11:06.060650,171.2,Member,Debit Card
STN_965,Mumbai,Maharashtra,DC Fast,33.65,49.37,2025-03-16 13:23:06.060650,504.75,Member,Credit Card
STN_464,Kolkata,West Bengal,Fast,32.51,58.97,2025-04-03 12:38:06.060650,390.12,Member,Wallet
STN_931,Hyderabad,Telangana,Slow,17.36,28.68,2026-02-16 17:46:06.060650,138.88,Member,UPI
STN_162,Delhi,Delhi,Level 2,15.55,26.17,2025-12-12 09:18:06.060650,155.5,Member,Wallet
STN_760,Delhi,Delhi,DC Fast,46.88,85.75,2025-11-26 18:18:06.060650,703.2,Member,Credit Card
STN_959,Delhi,Delhi,Slow,20.54,34.21,2025-05-18 13:43:06.060650,164.32,Member,UPI
STN_160,Bangalore,Karnataka,DC Fast,39.81,54.46,2025-07-05 11:25:06.060650,597.15,Member,UPI
STN_224,Mumbai,Maharashtra,Slow,21.66,42.04,2025-11-12 17:38:06.060650,173.28,Member,UPI
STN_941,Kolkata,West Bengal,Level 2,31.46,49.51,2025-06-15 15:57:06.060650,314.6,Member,UPI
STN_699,Bangalore,Karnataka,Slow,24.08,36.15,2025-11-20 11:32:06.060650,192.64,Member,UPI
STN_576,Pune,Maharashtra,Level 2,18.88,29.52,2025-03-14 00:27:06.060650,188.8,Member,Wallet
STN_633,Ahmedabad,Gujarat,Level 2,25.9,40.52,2025-09-24 07:04:06.060650,259.0,Member,UPI
STN_652,Chennai,Tamil Nadu,Slow,28.85,56.71,2026-01-26 23:48:06.060650,230.8,Member,UPI
STN_488,Bangalore,Karnataka,Slow,21.09,36.31,2025-05-05 15:42:06.060650,168.72,Member,UPI
STN_194,Mumbai,Maharashtra,Fast,36.17,61.54,2025-12-29 08:36:06.060650,434.04,Member,UPI
STN_458,Hyderabad,Telangana,Slow,22.99,28.87,2025-04-03 12:24:06.060650,183.92,Member,UPI
STN_819,Delhi,Delhi,Slow,19.14,29.03,2025-09-19 08:38:06.060650,153.12,Member,UPI
STN_379,Mumbai,Maharashtra,Slow,12.77,23.48,2025-12-26 13:25:06.060650,102.16,Member,UPI
STN_935,Hyderabad,Telangana,Level 2,31.1,61.51,2025-03-26 08:22:06.060650,311.0,Member,UPI
STN_279,Pune,Maharashtra,Slow,18.57,24.48,2025-09-12 18:25:06.060650,148.56,Member,Credit Card
STN_877,Pune,Maharashtra,Slow,26.17,37.8,2026-02-01 10:19:06.060650,209.36,Member,Wallet
STN_775,Kolkata,West Bengal,DC Fast,34.59,48.9,2025-05-08 07:28:06.060650,518.85,Member,Debit Card
STN_935,Delhi,Delhi,Level 2,25.8,40.09,2025-11-14 12:34:06.060650,258.0,Member,UPI
STN_331,Hyderabad,Telangana,DC Fast,60.41,98.57,2025-11-29 16:28:06.060650,906.15,Member,UPI
STN_981,Delhi,Delhi,Fast,37.0,50.42,2025-05-01 20:31:06.060650,444.0,Member,UPI
STN_924,Delhi,Delhi,Slow,5.0,9.61,2025-07-11 16:26:06.060650,40.0,Member,UPI
STN_963,Kolkata,West Bengal,Slow,21.98,43.08,2025-12-25 09:40:06.060650,175.84,Member,Credit Card
STN_316,Hyderabad,Telangana,Fast,43.95,62.74,2025-06-28 01:17:06.060650,527.4,Member,Debit Card
STN_946,Mumbai,Maharashtra,Fast,35.59,50.61,2025-08-20 00:06:06.060650,427.08,Member,UPI
STN_225,Mumbai,Maharashtra,DC Fast,37.16,71.79,2025-08-08 19:26:06.060650,557.4,Member,UPI
STN_422,Kolkata,West Bengal,Slow,22.65,32.6,2025-04-25 13:53:06.060650,181.2,Member,Wallet
STN_447,Delhi,Delhi,Slow,17.43,26.32,2025-03-04 08:53:06.060650,139.44,Member,UPI
STN_855,Kolkata,West Bengal,Fast,20.09,36.55,2025-04-08 06:49:06.060650,241.08,Member,Debit Card
STN_554,Delhi,Delhi,DC Fast,58.13,75.77,2025-05-13 21:09:06.060650,871.95,Member,UPI
STN_867,Bangalore,Karnataka,Slow,26.92,41.07,2025-03-05 03:59:06.060650,215.36,Member,Wallet
STN_864,Pune,Maharashtra,Fast,30.5,38.03,2025-05-07 00:22:06.060650,366.0,Member,Wallet
STN_566,Ahmedabad,Gujarat,Slow,18.15,21.94,2025-11-24 11:13:06.060650,145.2,Member,UPI
STN_816,Hyderabad,Telangana,Slow,27.44,46.38,2025-11-10 10:48:06.060650,219.52,Member,UPI
STN_502,Chennai,Tamil Nadu,DC Fast,60.66,76.23,2025-11-06 21:46:06.060650,909.9,Member,UPI
STN_892,Pune,Maharashtra,Fast,39.97,48.69,2025-03-16 08:27:06.060650,479.64,Member,UPI
STN_336,Kolkata,West Bengal,Fast,46.6,61.91,2025-03-03 15:17:06.060650,559.2,Member,UPI
